Date,AAPL,AXP,CSCO,GE,GS,IBM,INTC,JPM,MMM,MSFT,TRV,VZ
2022-11-22,149.54,152.95,47.28,67.97,372.69,143.66,29.24,132.1,123.18,243.37,184.18,37.3
2022-11-23,150.43,152.31,47.47,68.41,375.0,143.32,29.09,133.51,122.6,245.9,185.04,37.03
2022-11-25,147.48,152.53,47.3,68.62,377.53,142.95,28.77,133.76,123.6,245.81,185.93,37.13
2022-11-28,143.61,149.28,46.99,66.55,371.22,140.84,28.17,131.42,119.38,240.12,183.38,36.38
2022-11-29,140.57,152.79,47.18,66.69,372.53,141.14,28.33,133.59,120.81,238.7,184.26,36.48
2022-11-30,147.4,155.93,48.59,66.94,377.36,143.46,29.48,135.17,120.66,253.41,186.81,37.09
2022-12-01,147.68,155.84,48.83,66.38,375.07,143.71,29.25,133.27,120.68,252.96,186.15,36.47
2022-12-02,147.18,155.1,48.57,67.64,371.92,143.24,28.83,132.22,121.63,253.29,186.55,36.33
2022-12-05,146.01,154.44,48.21,65.92,363.08,142.03,28.6,128.51,119.37,248.5,184.26,35.27
2022-12-06,142.3,153.07,47.49,66.4,354.65,142.11,28.04,128.72,119.33,243.46,185.53,35.1
2022-12-07,140.34,153.14,47.08,66.18,351.73,141.89,27.77,128.64,121.02,242.71,185.08,35.37
2022-12-08,142.04,152.5,47.88,65.11,349.93,142.38,27.88,129.99,120.69,245.72,185.68,35.3
2022-12-09,141.56,152.28,47.36,63.42,350.97,141.68,27.69,129.28,120.46,243.76,183.63,35.58
2022-12-12,143.88,155.65,48.18,64.79,354.91,143.76,28.13,131.29,121.5,250.8,185.07,36.11
2022-12-13,144.85,155.86,48.51,64.53,360.3,145.07,28.17,131.16,121.92,255.18,185.01,36.02
2022-12-14,142.6,152.49,48.18,63.49,352.18,144.39,27.71,130.5,120.77,255.48,184.61,35.63
2022-12-15,135.92,148.64,47.06,61.42,341.87,137.16,26.62,127.27,117.22,247.32,181.57,35.94
2022-12-16,133.94,144.76,46.72,60.52,338.47,135.04,26.39,126.47,116.56,243.03,180.81,35.32
2022-12-19,131.81,143.48,46.32,60.84,336.77,133.8,26.27,127.23,116.98,238.82,181.51,35.23
2022-12-20,131.74,144.17,46.29,62.6,336.65,136.12,25.92,127.84,115.72,240.16,183.77,35.19
2022-12-21,134.87,145.55,46.58,64.67,342.19,136.95,26.3,129.28,118.25,242.77,187.36,35.95
2022-12-22,131.67,143.78,46.24,63.73,337.71,135.74,25.46,127.81,116.46,236.58,185.16,36.45
2022-12-23,131.3,145.47,46.4,63.74,337.65,136.48,25.58,128.42,115.07,237.11,187.42,36.55
2022-12-27,129.48,144.85,46.45,64.56,334.19,137.22,25.43,128.87,115.15,235.35,188.41,37.34
2022-12-28,125.5,142.49,46.0,63.88,333.11,134.91,25.04,129.57,113.3,232.94,186.08,36.93
2022-12-29,129.06,145.77,46.42,65.27,335.61,135.91,25.7,130.32,115.49,239.38,187.38,37.35
2022-12-30,129.38,146.19,46.56,65.3,335.56,135.75,25.91,131.18,114.86,238.19,185.45,37.49
2023-01-03,124.54,145.57,46.85,66.23,338.34,136.38,26.21,132.18,117.31,237.96,185.08,38.17
2023-01-04,125.82,148.96,46.84,70.08,339.79,137.39,27.14,133.41,119.87,227.55,185.19,39.13
2023-01-05,124.49,145.39,46.18,71.17,335.94,135.96,27.02,133.38,117.77,220.8,185.51,39.68
2023-01-06,129.07,149.1,47.6,71.82,340.16,138.45,28.17,135.93,121.38,223.41,191.76,40.14
2023-01-09,129.6,149.33,47.85,72.55,344.97,138.31,28.74,135.37,121.44,225.58,187.06,39.98
2023-01-10,130.17,150.92,48.08,75.14,349.23,139.51,28.86,136.58,122.73,227.3,189.14,40.54
2023-01-11,132.92,152.83,48.48,77.56,356.18,139.96,29.27,137.6,123.68,234.17,189.54,39.8
2023-01-12,132.84,153.82,48.27,78.73,361.52,140.24,29.7,137.46,123.9,236.89,189.9,40.41
2023-01-13,134.19,154.65,48.15,80.07,365.49,140.56,29.52,140.93,124.05,237.61,191.81,40.45
2023-01-17,135.36,152.66,47.36,80.36,341.96,139.89,29.02,138.75,121.26,238.72,182.99,39.48
2023-01-18,134.64,149.35,46.2,79.14,341.14,135.28,28.25,134.58,117.57,234.21,181.63,38.63
2023-01-19,134.7,145.81,45.77,76.73,342.77,135.49,27.86,132.79,113.44,230.36,182.04,38.71
2023-01-20,137.28,150.52,46.08,77.55,334.06,136.04,28.65,133.11,115.56,238.59,183.31,38.66
2023-01-23,140.51,152.91,46.79,79.64,341.19,136.68,29.68,135.27,117.45,240.94,184.33,38.3
2023-01-24,141.92,154.23,47.1,80.57,340.4,136.32,29.33,136.43,110.15,240.4,191.15,39.06
2023-01-25,141.26,155.66,47.26,80.66,341.67,135.62,29.12,137.1,108.17,238.98,188.66,38.98
2023-01-26,143.35,154.77,47.62,81.0,346.89,129.54,29.5,137.94,108.76,246.32,190.02,38.92
2023-01-27,145.31,171.09,47.79,83.09,345.65,129.48,27.61,138.28,110.39,246.48,186.7,39.28
2023-01-30,142.39,171.43,47.5,80.7,349.32,130.36,27.4,137.11,107.83,241.07,185.86,39.67
2023-01-31,143.68,173.69,47.94,80.35,357.48,129.81,27.71,137.92,110.23,246.13,189.04,40.17
2023-02-01,144.81,172.38,47.85,82.18,357.39,130.16,28.5,137.56,110.97,251.04,183.21,40.29
2023-02-02,150.18,171.9,48.58,83.8,361.06,131.41,29.6,136.92,115.22,262.81,179.77,40.43
2023-02-03,153.84,177.59,47.9,81.82,361.53,131.94,29.73,139.04,112.54,256.6,180.77,40.12
2023-02-06,151.09,175.23,46.86,82.21,362.36,131.21,28.47,139.85,111.59,255.03,183.96,39.89
2023-02-07,153.99,177.43,47.13,81.97,365.88,130.88,28.83,141.56,111.97,265.75,186.95,39.19
2023-02-08,151.27,177.73,46.26,81.82,366.56,131.02,28.02,140.56,110.39,264.92,185.35,39.16
2023-02-09,150.23,178.1,46.03,80.66,359.61,130.45,27.52,138.38,108.17,261.83,183.34,38.47
2023-02-10,150.6,177.98,46.55,81.15,362.83,132.25,27.59,138.99,109.08,261.32,184.72,38.67
2023-02-13,153.43,180.04,47.15,82.54,365.51,133.96,28.33,140.49,110.42,269.48,185.56,38.97
2023-02-14,152.78,179.74,46.99,83.4,363.32,132.65,28.42,141.12,109.39,270.33,182.12,38.98
2023-02-15,154.91,179.39,47.73,84.63,365.82,133.03,28.63,141.71,109.95,268.16,183.2,39.02
2023-02-16,153.29,176.68,50.23,83.91,361.77,131.67,27.98,139.76,108.7,261.03,181.07,38.5
2023-02-17,152.13,176.04,50.01,82.9,360.11,131.69,27.4,140.17,109.66,256.95,183.73,38.87
2023-02-21,148.07,172.25,48.95,82.12,352.9,128.46,25.86,137.6,106.03,251.59,183.23,37.88
2023-02-22,148.5,173.46,48.57,83.05,352.68,127.74,25.28,136.54,105.73,250.43,184.09,37.96
2023-02-23,148.99,173.9,48.48,82.8,355.27,127.56,25.41,137.64,105.7,253.68,183.45,37.24
2023-02-24,146.31,173.01,47.76,83.41,355.57,127.35,24.95,138.88,104.62,248.15,183.31,37.44
2023-02-27,147.52,172.07,48.0,83.7,357.21,127.27,24.71,140.09,105.08,249.09,183.31,37.57
2023-02-28,147.01,172.76,47.7,84.57,343.65,126.11,24.74,141.26,104.56,248.35,183.1,37.51
2023-03-01,144.91,174.66,47.62,84.0,340.77,125.03,25.14,140.48,106.96,245.21,182.05,37.01
2023-03-02,145.51,174.1,47.81,85.58,343.6,125.75,26.0,139.02,106.66,250.03,181.19,37.12
2023-03-03,150.62,177.82,48.54,86.24,351.46,126.44,26.2,141.57,107.98,254.19,181.59,36.98
2023-03-06,153.41,177.79,48.68,87.0,351.42,126.98,25.79,140.74,106.69,255.77,181.35,36.87
2023-03-07,151.19,174.08,48.18,86.33,340.62,125.09,25.33,136.6,103.93,253.06,178.41,36.64
2023-03-08,152.45,173.59,48.38,86.92,343.78,124.89,25.78,135.79,104.0,252.61,175.83,36.27
2023-03-09,150.18,170.9,48.08,91.49,336.7,123.05,26.24,128.44,102.41,251.24,172.93,35.32
2023-03-10,148.09,164.52,47.84,90.93,322.5,122.35,27.01,131.7,100.99,247.52,174.68,35.45
2023-03-13,150.06,156.51,47.69,88.9,310.54,122.48,26.74,129.34,100.45,252.83,171.24,35.31
2023-03-14,152.17,162.75,48.32,91.1,317.07,121.57,27.8,132.66,99.75,259.67,170.78,35.64
2023-03-15,152.57,158.68,48.33,89.69,307.27,120.24,28.19,126.39,99.75,264.3,165.54,35.82
2023-03-16,155.42,159.59,49.37,91.9,310.12,121.62,29.95,128.85,101.14,275.02,171.23,35.35
2023-03-17,154.58,155.41,49.44,90.22,298.76,120.64,29.58,123.98,99.98,278.23,164.09,35.55
2023-03-20,156.97,157.61,50.18,89.85,304.65,122.83,28.94,125.29,101.23,271.06,167.75,36.17
2023-03-21,158.85,163.39,49.91,92.11,312.28,123.45,28.24,128.65,101.21,272.61,170.77,36.47
2023-03-22,157.4,161.6,48.72,89.52,308.73,120.99,27.91,125.33,98.55,271.12,165.68,36.06
2023-03-23,158.5,161.61,48.99,91.52,309.89,120.33,28.81,124.99,98.02,276.47,162.93,36.12
2023-03-24,159.81,158.65,49.76,91.3,307.64,122.2,29.14,123.09,98.16,279.37,163.97,36.4
2023-03-27,157.85,161.96,49.79,93.24,313.51,126.12,28.96,126.62,98.5,275.19,165.4,36.77
2023-03-28,157.22,158.08,49.64,93.07,313.42,126.15,29.07,127.0,98.74,274.05,164.94,36.72
2023-03-29,160.33,162.43,50.41,93.99,315.66,126.51,31.28,127.26,100.15,279.31,168.89,37.19
2023-03-30,161.92,161.26,50.66,93.98,316.08,126.03,31.84,126.88,99.75,282.83,169.85,37.36
2023-03-31,164.45,163.78,51.5,95.53,321.95,127.86,32.42,128.41,102.01,287.06,170.43,37.58
2023-04-03,165.72,162.62,51.53,96.85,321.37,128.8,32.64,128.27,101.49,286.0,171.31,37.9
2023-04-04,165.18,161.41,51.43,94.98,317.56,128.35,32.85,126.55,99.23,285.95,167.67,38.32
2023-04-05,163.31,160.53,51.43,94.18,316.46,128.88,32.58,126.74,99.27,283.12,169.34,38.76
2023-04-06,164.21,158.29,50.88,93.53,317.32,127.28,32.56,126.6,98.57,290.35,170.3,38.79
2023-04-10,161.59,160.59,50.94,94.29,319.84,127.8,32.27,127.02,99.73,288.15,171.67,38.66
2023-04-11,160.36,161.28,50.24,93.84,322.21,127.2,32.1,127.64,101.48,281.62,172.56,38.76
2023-04-12,159.66,158.75,49.73,94.03,325.03,125.37,31.78,127.62,101.29,282.27,172.85,38.51
2023-04-13,165.11,161.75,50.42,94.23,326.89,124.74,31.88,128.11,103.02,288.6,172.21,38.63
2023-04-14,164.76,162.66,50.16,95.37,331.61,124.98,31.65,137.78,102.65,284.91,167.41,38.53
2023-04-17,164.78,163.15,49.9,96.7,334.33,124.67,31.89,138.88,103.63,287.56,170.31,38.77
2023-04-18,166.02,163.84,49.93,98.4,328.65,124.63,31.59,140.44,103.14,287.13,171.02,38.26
2023-04-19,167.17,164.39,47.68,98.96,331.58,123.2,30.91,140.26,102.95,287.21,181.53,37.92
2023-04-20,166.2,162.72,46.23,99.69,333.37,123.24,30.62,139.85,101.64,284.88,178.24,36.54
2023-04-21,164.57,163.22,46.68,99.44,336.27,122.63,30.07,139.58,101.4,284.53,178.48,36.66
2023-04-24,164.88,160.04,47.03,100.08,338.54,122.31,29.43,139.77,101.96,280.56,178.11,36.45
2023-04-25,163.32,155.59,46.74,98.37,334.13,122.78,28.66,136.73,101.29,274.24,176.31,36.64
2023-04-26,163.31,155.19,46.19,96.14,331.25,122.74,28.83,134.31,99.89,294.1,175.61,36.27
2023-04-27,167.95,157.91,46.21,97.99,336.22,123.84,29.63,136.12,102.22,303.52,179.22,38.11
2023-04-28,169.22,160.79,46.89,98.9,338.03,123.29,30.82,137.3,103.09,305.94,180.11,38.15
2023-05-01,169.13,158.78,46.98,101.11,335.2,122.98,30.07,140.24,102.73,304.25,180.73,38.03
2023-05-02,168.08,152.73,46.01,101.43,328.11,122.07,29.54,137.97,99.94,304.1,179.5,37.01
2023-05-03,166.99,151.69,45.61,101.69,323.47,120.4,30.42,135.05,99.8,303.09,178.13,37.31
2023-05-04,165.34,148.3,45.36,99.25,316.2,119.55,31.13,133.21,98.84,304.1,178.12,36.69
2023-05-05,173.1,152.13,45.9,100.17,321.86,120.6,30.88,135.81,100.3,309.32,181.26,37.16
2023-05-08,173.03,152.52,45.99,100.85,321.36,120.35,30.66,136.14,99.32,307.33,181.53,37.16
2023-05-09,171.3,152.86,46.12,100.93,319.65,119.79,29.99,135.48,97.83,305.68,182.7,36.91
2023-05-10,173.09,148.17,46.36,99.47,317.47,120.63,29.86,135.55,97.92,310.97,182.12,36.97
2023-05-11,173.28,147.48,46.02,99.44,315.66,119.52,28.76,135.12,97.81,308.78,181.77,36.94
2023-05-12,172.34,147.42,46.36,98.73,314.46,121.44,28.85,133.19,97.31,307.64,181.05,36.93
2023-05-15,171.84,149.49,46.75,101.92,316.99,121.96,29.69,134.31,97.53,308.13,181.77,36.12
2023-05-16,171.84,147.9,46.57,101.06,315.75,122.06,29.12,133.4,95.12,310.4,180.48,35.42
2023-05-17,172.46,151.57,47.27,103.39,324.98,124.28,28.77,137.51,97.23,313.34,180.65,35.54
2023-05-18,174.81,152.96,47.84,103.93,324.38,124.71,29.57,138.55,98.17,317.85,182.3,35.49
2023-05-19,174.92,152.43,48.76,104.18,321.01,125.81,29.82,138.23,97.57,317.67,182.67,35.42
2023-05-22,173.97,154.98,48.45,104.47,319.8,126.05,30.17,137.09,100.21,320.5,180.07,35.33
2023-05-23,171.33,152.04,48.54,101.62,318.47,126.72,29.4,135.66,99.22,314.59,178.29,35.6
2023-05-24,171.61,150.2,48.05,100.91,314.77,124.25,28.9,134.42,95.56,313.19,174.99,35.24
2023-05-25,172.76,150.56,48.66,101.44,318.77,125.32,27.3,134.74,95.62,325.23,172.68,34.21
2023-05-26,175.19,156.7,49.48,102.66,326.78,127.42,28.9,136.01,95.51,332.19,171.31,34.38
2023-05-30,177.06,157.47,49.79,102.32,325.61,128.01,29.88,136.52,94.64,330.51,172.3,34.29
2023-05-31,177.01,158.02,49.3,101.45,321.22,127.13,31.33,134.78,91.94,327.7,168.28,35.0
2023-06-01,179.85,162.16,49.37,104.59,313.78,128.34,31.02,136.64,92.89,331.88,170.33,35.09
2023-06-02,180.71,167.98,49.64,105.72,320.97,130.91,31.2,139.51,101.02,334.69,174.13,33.97
2023-06-05,179.34,166.86,49.83,104.02,319.15,131.13,29.75,138.14,96.54,335.23,173.38,33.85
2023-06-06,178.97,171.23,49.44,105.38,324.1,131.18,30.85,138.39,96.84,332.98,173.95,34.09
2023-06-07,177.58,170.96,49.41,106.0,332.97,132.85,31.17,139.73,99.51,322.7,174.78,34.64
2023-06-08,180.33,170.56,49.31,105.99,332.7,132.88,31.71,139.77,99.28,324.57,174.91,34.81
2023-06-09,180.72,171.13,49.29,106.22,333.24,133.76,31.23,140.05,98.43,326.1,175.6,34.85
2023-06-12,183.54,173.05,50.1,106.15,336.68,134.87,32.95,140.04,99.77,331.15,174.77,34.98
2023-06-13,183.06,174.54,50.42,106.66,339.67,136.03,33.79,141.05,101.23,333.58,176.12,34.86
2023-06-14,183.7,173.87,50.58,104.62,335.62,135.64,35.45,140.52,100.45,336.63,173.55,35.1
2023-06-15,185.76,173.22,51.54,105.33,336.93,136.83,35.69,142.11,102.28,347.36,175.97,35.8
2023-06-16,184.67,171.62,51.68,106.21,335.51,135.92,36.24,142.28,103.0,341.61,176.75,35.82
2023-06-20,184.76,168.83,51.16,103.94,327.99,134.41,34.87,141.56,100.79,337.34,175.56,35.18
2023-06-21,183.71,167.35,50.47,104.97,322.38,132.17,32.78,141.35,99.97,332.86,175.29,35.2
2023-06-22,186.75,167.68,50.74,104.74,316.94,129.68,32.59,138.63,98.95,338.99,175.01,35.22
2023-06-23,186.43,167.5,49.95,103.7,312.11,127.96,32.88,137.9,99.24,334.31,173.72,34.89
2023-06-26,185.02,166.54,49.83,104.37,309.78,129.85,33.22,138.24,98.93,327.91,172.39,35.47
2023-06-27,187.81,167.62,50.48,104.84,310.86,130.83,33.98,138.25,96.81,333.86,172.59,35.91
2023-06-28,188.99,169.2,50.49,106.97,311.07,130.26,33.45,137.64,97.12,335.14,168.37,36.17
2023-06-29,189.33,171.49,50.82,107.66,320.42,132.53,32.79,142.45,97.78,334.34,170.99,36.34
2023-06-30,193.71,173.6,51.35,109.77,319.87,132.29,33.32,144.45,98.62,339.82,173.66,36.54
2023-07-03,192.2,174.84,51.43,108.2,323.91,132.15,33.5,145.61,99.65,337.28,173.09,36.62
2023-07-05,191.07,174.97,51.51,108.57,317.4,132.71,32.39,144.64,97.18,337.44,172.59,36.82
2023-07-06,191.55,170.94,51.11,107.29,310.41,130.66,31.86,143.21,94.89,340.55,170.91,36.48
2023-07-07,190.42,169.8,50.99,108.19,312.56,130.58,31.74,144.34,95.86,336.51,171.65,35.9
2023-07-10,188.36,171.71,51.4,110.53,313.85,131.39,32.62,145.15,95.76,331.13,169.07,35.14
2023-07-11,187.83,174.64,52.12,111.22,318.23,132.91,33.18,147.42,100.42,331.77,172.36,34.99
2023-07-12,189.51,174.33,50.74,111.2,323.7,131.33,33.86,148.15,100.07,336.49,171.12,34.86
2023-07-13,190.28,174.24,51.53,111.28,325.96,132.4,33.75,148.87,101.34,341.94,168.22,34.64
2023-07-14,190.43,173.39,50.38,110.28,323.49,131.88,33.03,149.77,100.79,344.51,165.95,34.01
2023-07-17,193.73,175.39,50.81,111.14,324.49,132.71,34.25,153.38,100.2,345.0,168.59,31.46
2023-07-18,193.47,178.04,51.24,111.06,334.48,133.82,34.38,153.66,101.49,358.73,171.02,32.27
2023-07-19,194.84,177.12,52.43,109.89,337.73,133.94,34.34,154.25,101.96,354.33,170.56,33.97
2023-07-20,192.87,177.11,52.37,111.24,347.96,136.81,33.25,156.15,102.75,346.14,173.63,33.64
2023-07-21,191.68,170.22,52.63,110.33,349.05,137.36,33.9,154.95,102.79,343.04,172.82,33.88
2023-07-24,192.49,167.79,53.11,110.25,355.96,137.95,33.51,158.0,102.73,344.38,174.84,33.98
2023-07-25,193.36,166.5,53.6,117.16,351.77,138.73,33.98,156.82,108.21,350.24,172.12,34.24
2023-07-26,194.24,167.75,53.22,114.72,354.6,139.47,34.24,157.76,110.98,337.06,174.16,34.34
2023-07-27,192.96,163.6,53.0,115.42,351.58,141.34,34.43,156.02,109.55,330.02,174.87,33.55
2023-07-28,195.57,165.43,52.09,114.39,350.31,141.82,36.7,156.91,110.23,337.66,173.26,34.03
2023-07-31,196.19,168.88,52.04,114.24,352.93,142.54,35.64,157.96,109.86,335.21,172.61,34.08
